1.png: uiqm=0.4992532439015157, uciqe=0.5573202378463165
10.png: uiqm=0.799372073777089, uciqe=0.5471127771496744
11.png: uiqm=0.521611563095511, uciqe=0.5259399018296153
12.png: uiqm=1.082339568053993, uciqe=0.5571069606671448
13.png: uiqm=1.2367472821624472, uciqe=0.5919261544209979
14.png: uiqm=0.46385968347292583, uciqe=0.5513277264756735
15.png: uiqm=0.7681134793358376, uciqe=0.5834767180392412
16.png: uiqm=0.9612044791239325, uciqe=0.5403169378218079
17.png: uiqm=0.917037057286781, uciqe=0.6414203542894896
18.png: uiqm=0.8830795158506939, uciqe=0.6663231482221055
19.png: uiqm=0.7035657405419785, uciqe=0.6393876673051964
2.png: uiqm=0.4832743125875324, uciqe=0.558466676599224
20.png: uiqm=0.7345861805293991, uciqe=0.6279496558240841
21.png: uiqm=0.8841983951714225, uciqe=0.6864741339364547
22.png: uiqm=0.9596674339739479, uciqe=0.6360586522280088
23.png: uiqm=0.6783139261484886, uciqe=0.582499765167583
24.png: uiqm=0.8239881130915643, uciqe=0.662562781397428
25.png: uiqm=0.860959055464442, uciqe=0.6592062141985363
26.png: uiqm=0.7297856048167936, uciqe=0.5660805877738181
27.png: uiqm=0.769801901700459, uciqe=0.6673819519865403
28.png: uiqm=0.8794678134884724, uciqe=0.6300346079318067
29.png: uiqm=1.0559350454846073, uciqe=0.5678705621452604
3.png: uiqm=0.7714588548912916, uciqe=0.5528480529628816
30.png: uiqm=0.41917325879834655, uciqe=0.5715997271036042
31.png: uiqm=1.0050689446528887, uciqe=0.6298652511732186
32.png: uiqm=0.9479262585520254, uciqe=0.6188834564455156
33.png: uiqm=1.3986903963124233, uciqe=0.5994637558766287
34.png: uiqm=1.1455840113461488, uciqe=0.6021388834446271
35.png: uiqm=1.1527687106299418, uciqe=0.6069498344345836
36.png: uiqm=1.2313255187644885, uciqe=0.6011261625796115
37.png: uiqm=0.9916279296464813, uciqe=0.6488619129321443
38.png: uiqm=1.0147188405649141, uciqe=0.6474568129395062
39.png: uiqm=0.9340156236695135, uciqe=0.6655814748224566
4.png: uiqm=0.4424225434611453, uciqe=0.5285957934669653
40.png: uiqm=1.3260313495296896, uciqe=0.5476164190224067
41.png: uiqm=1.0512282117726033, uciqe=0.5501042950293216
42.png: uiqm=0.7451965155626993, uciqe=0.6008600767744432
43.png: uiqm=1.1865323512924937, uciqe=0.6501989769449792
44.png: uiqm=1.1604912544944996, uciqe=0.6276403014871738
45.png: uiqm=1.1111841294344698, uciqe=0.624271030381336
5.png: uiqm=0.5714413519865502, uciqe=0.5364766985390379
6.png: uiqm=0.5520042333507921, uciqe=0.5436488299180949
7.png: uiqm=0.7346384109127506, uciqe=0.5407230927428136
8.png: uiqm=0.5156463241227176, uciqe=0.5752067509746415
9.png: uiqm=1.0655680309926865, uciqe=0.5592933122833317

Average: uiqm=0.8704645449733643, uciqe=0.5972367794563405

